Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Large_Transaction,Log_Amount,Amount_Level
-0.0023958880488585076,-0.032617756504161544,-0.009753569643548742,-0.014319768538111455,-0.03169380419617286,-0.005067414157890241,-0.0022331302914701226,-0.014350752064666442,-0.0034343462462913827,-0.005713446190672136,-0.049257224983326936,-0.019299285401819792,-0.11587539292108322,-0.002922102275927641,-0.08024068725638356,-0.0023032761626554177,-0.01888526397312951,-0.03953003172888515,-0.007472411232671465,-0.004835906993551166,-0.003030924369204588,-0.005535905994220255,-0.0039056415120727866,-0.002726279814597037,-0.003920189659280981,-0.002311848673286981,-0.004491702173566637,-0.0037397065375429158,-0.0033934982504583897,-0.002378245837033693,-2.4629016889097923e-05,-0.0022598128464411853,-0.00022232761995539271
-0.002244988025497681,-0.00355132703451838,-0.005869728670308687,-0.07865531370401804,-0.07955394245761212,-0.006454262613722017,-0.003258444258845398,-0.011612914091260041,-0.008381821231077198,-0.004697577386966794,-0.03518871057519337,-0.015379014508512858,-0.08222819068172657,-0.0019307022119608988,-0.0642683664159995,-0.0020375570858879983,-0.018830123125869427,-0.028535925202381025,-0.0069037643785075,-0.0038544711828509917,-0.0032102910938134046,-0.004522895182905345,-0.0030739820991223577,-0.001900024801299015,-0.0017780377622191425,-0.0026426421770609373,-0.003865406344704235,-0.003700015404252221,-0.003261487545938501,-0.004985949177052116,-5.005869376378087e-05,-0.0026788747771931795,-0.001035361214426852
-0.002294259086822192,-0.007281346822805154,-0.00817155793796626,-0.07061569816778202,-0.025161362579924663,-0.00796266395671292,-0.0020355353628786527,-0.013252322617487232,-0.0036598281723651737,-0.0071616321831464,-0.04241828011989564,-0.08092455636159795,-0.055241677777288375,-0.0017093486003273322,-0.07072530048889811,-0.0027107269918927213,-0.01707364683506329,-0.03204960511026186,-0.00835617194243035,-0.005656305318498162,-0.003472267519009972,-0.006436186138549052,-0.004192540418634801,-0.0019095899032951006,-0.0026712349422772217,-0.00284716908472272,-0.005210363387627489,-0.003267648764986357,-0.0023351115167098745,-0.0004221723887246528,-3.4309595388802265e-05,-0.0026260427364888173,-0.000255708285612193
-0.005752316397729576,-0.0035915359871954086,-0.005520050338563923,-0.06616827884342959,-0.03794764572133527,-0.0031134794720728523,-0.0016063241415751179,-0.013747866866182444,-0.002158761527551527,-0.0035378806546739216,-0.038557770858061856,-0.06935928617290986,-0.08226231663419689,-0.0036521792838356574,-0.06036692362533979,-0.0019504624487283737,-0.016466740192838704,-0.031797735078501484,-0.009017228248124901,-0.004482695105528946,-0.003533614488383591,-0.005585582814975768,-0.0032678365310010262,-0.001635657374968435,-0.0017030400949042096,-0.001657680326262248,-0.003686980794828364,-0.005920331321045034,-0.0017008612781944383,-0.0028800023687867386,-0.0007801203259048726,-0.005607579182833107,-0.0011254066167886419
-0.002771674660469534,-0.004867214351668112,-0.005751217662182356,-0.08349203907614265,-0.02254543783856333,-0.003881900245213193,-0.007335393678621445,-0.01338790249397822,-0.005200385235047756,-0.00847744268996674,-0.037574800311403936,-0.07848984648381926,-0.0853095791909597,-0.003104229684103844,-0.03651461260035492,-0.00414507138064583,-0.01036449898956001,-0.033542191673793194,-0.00831461106728072,-0.004917553774871848,-0.0034025608168215347,-0.006383595418770253,-0.003126480609283354,-0.0023445524645560084,-0.00549081366086041,-0.0018056994168447055,-0.0042070124688337015,-0.002581075540569366,-0.00323753231735201,-0.004595663409366047,-3.2129388909794326e-05,-0.002225182728272031,-0.0007222697874459397
-0.0025510331103492274,-0.017001775722669702,-0.01167065831438806,-0.060474670615956315,0.04490546405497091,-0.01584759972060219,-0.004495767310082741,-0.018290661970321358,-0.007064760590593789,-0.005824841599970905,-0.06575584816200523,-0.08905258582165629,-0.08784890970535544,-0.008167019349258809,-0.05236446221761814,-0.005541400981226984,-0.02106090911371752,-0.03097852407636211,-0.008611038968709427,0.008387792337520758,-0.002521526500298668,-0.00511155392624436,-0.004871282722610062,-0.00397076871761818,-0.0018054884118895696,-0.002053904347378907,-0.004602451442452571,-0.0036471553610957414,-0.004453649755980571,-0.0027746012469750977,-2.0084642422363698e-05,-0.004135370731632867,-0.0008651223507333152
-0.0061070377855108925,-0.006759518627444784,-0.006748432450156691,-0.058549654775493405,-0.022706406614851085,-0.006216668887036067,-0.000979418737629459,-0.016593684759973006,-0.002335066199784017,-0.004548904028187069,-0.053946887663228874,-0.03920496588195758,-0.07613828076713011,-0.002863173238264058,-0.08351620064996164,-0.00432395357614606,-0.015990412260794278,-0.03494315487996676,-0.00972367875995879,-0.004861129333988344,-0.0034016563487382773,-0.004409874539086691,-0.00422181471857681,-0.0022831344989650507,-0.00449874633057132,-0.007224506213464758,-0.004328730445210443,-0.002811861529799412,-0.0018928725159478965,-0.001152587960021393,-8.550864831078895e-06,-0.005537542919214919,-0.001313662354526524
-0.0024242385595023472,-0.03182097073044733,-0.01053558446488425,-0.014575293032365723,-0.03201095361318505,-0.006222360387128884,-0.002471695291865464,-0.015277283845716815,-0.0035918282560485743,-0.00624620979823492,-0.05118593277483044,-0.021207950187731396,-0.10650785709282473,-0.0031623196836844587,-0.08139373285238202,-0.0021209057276624136,-0.019151378481525063,-0.039177979217258206,-0.0072998919622654064,-0.004436581139240033,-0.003660433788986162,-0.005687511729541347,-0.004142483262934741,-0.0028251518677112524,-0.002168710991916239,-0.0025117855206128192,-0.004597979844946936,-0.004413519206035011,-0.0033010145594102075,-0.0029111954568263594,-3.052650653282363e-05,-0.0029217467426910365,-0.00014916453940966645
-0.0016326787915743918,-0.003342022245305958,-0.007377956910672601,-0.08507770085261282,-0.01632306323688769,-0.006801180280723379,-0.0075256591832509896,-0.015051697371740337,-0.010800410638226515,-0.008403534568047294,-0.04880117922459058,-0.023029904487435488,-0.09997898211722085,-0.0020639145635646832,-0.062381783983964094,-0.004137144902945324,-0.010187488363778547,-0.03400992066099927,-0.00842665557711925,-0.0035423756513052566,-0.003607831662747433,-0.0066810962658004295,-0.0036184084682347214,-0.0027604352586992633,-0.0018476735862933923,-0.002749817226015495,-0.003724380096198043,-0.00472555560485987,-0.001931635020629319,-0.004044654832047776,-1.940972502372214e-05,-0.004450212811781565,-0.0010858069463541092
-0.0022801018759942685,-0.029008458898570143,-0.00805878989860778,0.010590870510146098,-0.02649183616930522,-0.0031736753026785037,-0.0006867075451361295,-0.016336949406922797,-0.0002573423948544944,-0.005151300287132566,-0.045924615948101634,-0.08566154694326132,-0.09944168355657086,-0.004470430559025453,-0.07208619797183777,-0.0024837618476838807,-0.012255368357903142,-0.03524985611656575,-0.007805113478587323,-0.004057852923158262,-0.0037171925632794485,-0.0043570321412515715,-0.004653174904214101,-0.0022281613194432806,-0.006295351387180791,-0.006838505852002785,-0.0027107427998957784,-0.0032801555083758383,-0.003067904848226779,-0.004727346493891337,-3.291908562983332e-05,-0.006252455712667431,-0.0016905095293141786
-0.002893989458088677,-0.023006100617818305,-0.009232516429318207,-0.013038413215855723,0.04667296872171216,-0.0035434334421733335,-0.015424870874664863,-0.015169959663288256,-0.013083033203337523,-0.00789931639586842,-0.08701254554969765,-0.030504945643914635,-0.07182854451297238,-0.0062683423922843704,-0.08066620925578986,-0.005065907672617289,-0.017925622870493495,-0.045142861194952144,-0.009946228073636716,-0.00237348530896718,-0.0034327590799760463,-0.006288994153138784,-0.00708229705679425,-0.0026353607583495006,-0.03586516975119867,-0.003614624785948058,-0.005508380315031128,-0.004098028275755722,-0.005898239978468285,-0.005821891970447094,-1.8632130877405495e-05,-0.005748170953305271,-0.0007762648525548682
-0.0023340241746862126,-0.002759179740055181,-0.006146836822325529,-0.08434735485817661,-0.035017094318244665,-0.0064419855722982105,-0.006468380948694208,-0.009077151067845757,0.008439518633457942,-0.0043571400453252815,-0.045370059470239275,-0.01498737128770841,-0.07255218109068476,-0.003254181370988508,-0.10029564384128332,-0.0027442932599502988,-0.016869151607933223,-0.03686693035937374,-0.0071007543511445335,-0.005489588173364196,-0.004392102317972642,-0.00784865466840404,-0.0035397019455903297,-0.0020163896285872655,-0.0053531176357201745,-0.005036541237638021,-0.004427114747259148,-0.0032389022494417785,-0.0029001816874506432,-0.0035044121789310273,-1.797155062224618e-05,-0.003058344493252394,-0.0007689530485680562
-0.007273151756838753,-0.00213301571236606,-0.0045133864693822,-0.021956621178471417,-0.051078479451194536,-0.0038466044744321134,-0.0018989879115304336,-0.018152028000399424,-0.003228699842642272,-0.005120034722733435,-0.045401385692054944,-0.08778176196570246,-0.07231308632272604,-0.0034245398747261525,-0.051945841180559386,-0.0020010554043745203,-0.019000984189586036,-0.03749760950209071,-0.00928299827099259,-0.006982260380262988,-0.003923292746382196,-0.006087171551911234,-0.00404277698652815,-0.002528537499211902,-0.006108436988026433,-0.00259137210190004,-0.004208320044426855,-0.008281644358241762,-0.0015456013864108516,-0.0024559893961476117,-3.254689862089405e-05,-0.0028459075475250435,-0.0006580413088479902
-0.001662684942786235,-0.0070241916961429835,-0.009270019753735158,-0.07622197056868506,-0.08804131249600392,-0.0056947155223322,-0.001816013238106415,-0.008470555070460463,-0.004330749263325741,-0.0009519656939686564,-0.06434899848984228,-0.00934030581366272,-0.060602769333664826,-0.0031934300289924605,-0.06387982172778742,-0.002366083665911916,-0.014959958473059443,-0.03153016082088283,-0.006062539787166997,-0.004805079446661021,-0.003321127748544848,-0.004368598030201192,-0.0027909141328806373,-0.002051022075680412,-0.0017045805510074177,-0.002079350380922371,-0.002650175099884948,-0.004352277235671623,-0.001728012449996581,-0.0053682684735517905,-3.7227959823490796e-05,-0.003952164931790952,-0.0011651262142090048
-0.002024370030533933,-0.00453763221073644,0.0005492350413976502,-0.019763588697244774,-0.043037447854890526,-0.005509220004174166,-0.001033881843739573,-0.018423905661809195,-0.008445584430994411,-0.01968332903279527,-0.0493285624788398,-0.046222680953348,-0.03407376548299259,-0.013942582547167667,-0.11175809196674875,-0.0019265065363514053,-0.019875212741804146,-0.04673366610931011,-0.009107018219914005,-0.005158294928151315,-0.00290539943762426,-0.00819345912976054,-0.0030876137750249005,-0.0025883383647432047,-0.0014847752858466931,-0.002507074497766642,-0.004056132572840535,-0.005610838596266979,-0.0020550496077903816,-0.004064870517707204,-2.8935840286302382e-05,-0.002831123277798229,-0.0006924535227856672
-0.0020849124337110406,-0.027448593377412053,-0.010793681649785315,-0.0684591386983366,-0.07324581997374131,-0.005893117562141914,-0.002349857524603184,0.0068400782644820225,-0.0072019100392287545,-0.005411091518594362,-0.05055933545377503,-0.012598091552129603,-0.045038425047285814,-0.0007382515034640794,-0.07386216406550203,-0.002552146496528978,-0.023684067727105,-0.03500902380544441,-0.00837919321309745,-0.004455976620887922,-0.003826551301905018,-0.0051508579858737065,-0.0031018907584570684,-0.0025459511665162893,-0.005552819056235946,-0.0028717502017194486,-0.005554718288819812,-0.0025347514459367507,-0.0029949324909421013,-0.005669400805517593,-0.0003150173869725351,-0.0058233707542292195,-0.0012754394750144368
-0.0038330879290430857,-0.006572799822022334,-0.009016389192443103,-0.0728556215108023,-0.06145042337490711,-0.006252008747088524,-0.004343635726592407,-0.009160011828651045,-0.005600363385936634,-0.004139095958756632,-0.03910816270802852,-0.0764437190750287,-0.044045843944636044,-0.003192907262626633,-0.048563925924092866,-0.0029356979165513627,-0.020573547290352417,-0.03635366232594058,-0.006370110952628598,-0.004500710022448918,-0.003916349416448717,-0.004858550312803893,-0.0029109350886058574,-0.0005477041661604616,-0.0029053555758445223,-0.0028862782310912147,-0.003459731861676467,-0.004315964693441333,-0.001540436996060828,-0.0049649851787146315,-8.81714299381041e-05,-0.0020946319541637537,-0.00034135131276773916
-0.0016725539108783311,-0.004431362888292356,0.0006095394123053356,-0.014568962400892895,-0.07623486335626882,-0.004869154610200241,-0.0021923020129384265,-0.014034932845888227,-0.0032651739314054876,-0.006901519995869224,-0.058604488639516804,-0.07083456584547745,-0.08746116334996118,-0.0033381687506957606,-0.05337123250156063,-0.0020036134137724933,-0.015453854455295703,-0.03563131375296871,-0.007099547960786376,-0.004198600287681829,-0.0030039409577554094,-0.006550364219431391,-0.0029362762225940333,-0.0020226132134823706,-0.0014700555300032891,-0.0019614023846666216,-0.0028909080868631354,-0.0033216106430489292,-0.004164244922839948,-0.00412944429586208,-2.759481257518704e-05,-0.0018594840912922786,-0.0002463962378751436
-0.004499244482156589,-0.002763637933475639,-0.004146892685683666,-0.08367442249193116,-0.03003510889355882,-0.008653845208709748,-0.0023085878680159503,-0.014515858715045309,-0.008525881527007513,-0.0036744401297716146,-0.04130551050331283,-0.010887266540698446,-0.09196170808193439,-0.0016287532752406813,-0.08814126625313518,-0.0021165362038040713,-0.017475801161304632,-0.034969170085029415,-0.006773893824451506,-0.0052969546688850615,-0.0032190481313120957,-0.00439746086165512,-0.002473470667449887,-0.0023005766767772665,-0.005360972195387542,-0.0028206940940260395,-0.0032465711664017138,-0.004631781581975995,-0.0027711647527499978,-0.004733734516430263,-2.9764902193509243e-05,-0.0007803163708682189,-2.1834666156121847e-05
-0.0016284741281152274,-0.004128937795564516,-0.004690335287693866,-0.0877724605135679,-0.04276009878085781,-0.005600474939482878,-0.0019258338728720744,-0.014410276948638957,-0.0030774104145498155,-0.004023787289308938,-0.04143945733993794,-0.008456744089004011,-0.10129503748440677,-0.003455817348243457,-0.07348885795204974,-0.0021204308013611835,-0.017185536793555427,-0.033001971240177945,-0.00798509548497992,-0.0054003051439792706,-0.0035770844532063578,-0.006179848411234968,-0.0022597186608168504,-0.001742874289094468,-0.005363072186680793,-0.0018817196224712985,-0.0033796155454620556,-0.002767851275708679,-0.0014623815557793657,-0.0044214818873728025,-3.752738808305315e-05,-0.0024932522039855256,-0.0007283999882209267
-0.03416434887058593,-0.0029371563091554432,-0.0033462167301801125,-0.07948907942491337,-0.04074228627307203,-0.005875176033840124,-0.0024241790190747737,-0.013282490161228174,-0.0022091894632744837,-0.004655703311524414,-0.035530188339843886,-0.03415173878132834,-0.08101427808019321,-0.005901255656994537,-0.05496128478845873,-0.002635519720157108,-0.014763931688149736,-0.03286634233290369,-0.009979312866435865,-0.0017720696838080493,-0.003940018792934279,-0.005873907538351254,-0.0039028778093521486,-0.0025360884731026935,-0.0025393633350427294,-0.0024632633341493664,-0.00266307465262842,-0.002715159335869561,-0.0022321496224669397,-0.0047013589973411,-2.871578630275916e-05,-0.003470872943239921,-0.00037357295938415233
-0.001955357698021835,-0.005637103730866927,-0.0077241550498483216,-0.013221600692299036,-0.029313534173651436,-0.005730910879756986,-0.013684974729909812,-0.013708256613716394,-0.009538473739241217,-0.005185647819061674,-0.04774023127702834,-0.0741632187265863,-0.07363452239895873,-0.002234894748837383,-0.07385480687397666,-0.002437860182529564,-0.01882863815210049,-0.036754816406198605,-0.008779159971571067,-0.004174470591408601,-0.003602246287045544,-0.005354631310096983,-0.003470184072872805,-0.002126620175199556,-0.01303929295603054,-0.007174018402219321,-0.004163028297210126,-0.003149117705812414,-0.0017671523222059081,-0.004034199921272535,-2.3688996557741057e-05,-0.0028391897921274437,-0.0010961664222921938
-0.0034264523356855774,-0.02791625783963745,-0.009334688008583709,-0.013825216418809266,-0.09026323601276233,-0.007752264348200202,-0.0037038476731077,-0.00974694200869152,-0.005465745190976069,-0.005218128517543625,-0.051926467949778184,-0.03967707196369389,-0.05180416738548887,-0.0021308431620426114,-0.0655371295963162,-0.0026743492874971614,-0.02386910720316386,-0.032993257344536675,-0.008422234131729338,-0.0011315027976770322,-0.00396145952244485,-0.005043713864479667,-0.004088199950701565,-0.0017821342912283148,-0.007044582246080826,-0.0018941904666569729,-0.0031433170761930034,-0.002476097866607389,-0.0032784503913421826,-0.004363625008013271,-0.00015209615513171298,-0.005001114555902408,-0.0010942805455401493
-0.00237808306919542,-0.026303993398868405,-0.007279949437839026,-0.009501033168788763,-0.07909209150536112,-0.00453381227526442,-0.0017156861994551762,-0.013338135795544473,-0.0026476071159189955,-0.004014581153453803,-0.04434822701986292,-0.07416566841332206,-0.0624325726309025,-0.008525564604352725,-0.056845282517203916,-0.002628027647385858,-0.022625516659788618,-0.0345731534504804,-0.004579999402328321,-0.00450849959628375,-0.0032102814253777727,-0.00453965201234778,-0.004075430554833326,-0.0021788148217011883,-0.0018811237906629166,-0.0021085219942014745,-0.003329427940938681,-0.0030012411323922478,-0.0027583625829610135,-0.003930388635317641,-4.475671449432309e-05,-0.002626510824885065,-0.0004201736249074833
-0.0025985639608233748,-0.0032358451758460484,-0.0076813586618293215,-0.06764350649999908,-0.09115576892091004,-0.007792671567143466,-0.00763836644997274,-0.016656288543855254,-0.005522750895388133,-0.004209935698133003,-0.04041668098799836,-0.02471068061527701,-0.05374664539545948,-0.0038119353975469743,-0.061313214570194306,-0.003099156380934815,-0.025971084008024316,-0.029442384919851457,-0.00968151662763174,-0.0010527746457112102,-0.002588987416028217,-0.004574408899555933,-0.003453809729226116,0.00047093796586770726,-0.001668867127346011,-0.0025864307000959953,-0.005173545767643139,-0.003584785241637434,-0.002986476123056644,-0.0017051813256722087,-3.8868597495332285e-05,-0.0034586543056642966,-0.0014119639273792715
-0.003118020545592106,-0.0033742032281247817,-0.0069270918761740585,-0.08232832423489454,-0.09087189964051129,-0.006033450899710985,-0.005087992613766072,-0.013148995670202874,-0.0030800673657636955,-0.004135268783783161,-0.0469643348712857,-0.009704737792458661,-0.05074805016772625,-0.0035812065773799017,-0.061026025716175845,-0.002659518792732291,-0.02578406479917441,-0.03231354858695173,-0.009276055793198443,-0.004110572616191124,-0.0037582960626914423,-0.0007076575830843408,-0.004409061539876739,-0.002693929519836209,-0.0022558571527995356,-0.0033957370791296224,-0.0021404260685699015,-0.0027307413466395097,-0.0030643387387266933,-0.004917325712490844,-4.660605984869794e-05,-0.00409634517403119,-0.0016524185068077849
-0.00244336845503598,-0.005802375624686569,-0.008093629873551443,-0.01739375049678452,-0.10404146708526829,-0.004351789258696292,-0.0045384751728588645,-0.01568194365833703,0.008404029974254115,-0.005164166376531814,-0.06648892279416974,-0.02493771918900595,-0.09936250170129263,-0.014466271743227847,-0.043915897626541654,-0.002461499028419104,-0.005857912759795342,-0.03662490342714208,-0.01673815947183963,-0.004353651463521776,0.008870313651265178,0.008131655150156914,-0.0036944603896822835,-0.003162900958072677,-0.0037942975930373808,-0.009738846904954508,-0.0026859135644664036,-0.0009168070307337177,-0.0095818505052002,-0.005377874063214718,-2.9781585624614952e-05,-0.0032070751452684086,-0.0006399569478272592
-0.0035513849938395414,-0.028919861806084513,-0.00844320559658289,-0.01569910173725215,-0.0178819622012631,-0.00671783855567679,-0.0029464106782166543,-0.01296315094067842,-0.004132245993035366,-0.01017243546323345,-0.050103733974248214,-0.095383477979984,-0.0646162200101126,-0.0035123887099063346,-0.04871729639827988,-0.0032819201166706963,-0.022505011414319015,-0.036303623356446865,-0.006874157419259017,-0.006355486956725401,-0.003782519008616691,-0.006443456193537663,-0.0033681323130133846,-0.0039072096554355,-0.00854110336634147,-0.00290650412794643,-0.0060851132824469405,-0.005134376499331026,-0.0022183223101343414,-0.00407582574354302,-3.782620972132053e-05,-0.003242170765492379,-0.001318697339069179
-0.0034334638439018103,-0.026491739609375373,-0.009510176879543404,-0.012858963826934458,-0.08518523593857186,-0.006664569423915969,-0.0018239204614076386,-0.009293996606671384,-0.002508169518680632,-0.004469706154134005,-0.060414836711007135,-0.07945877039775158,-0.042578600032560254,-0.0035096050106374157,-0.05079332878964969,-0.0023115637759962026,-0.014716062750782308,-0.03560820352160936,-0.0068908450067692905,-0.004565465563223278,-0.003328267818392463,-0.005742313636622136,-0.003481929766799043,-0.002786449278891001,-0.004377696306462962,-0.0019400775410330921,-0.0016207421228125868,-0.0020304972343776415,-0.003191886882960502,-0.0043953264274158264,-5.778459545128255e-05,-0.0034539446024546925,-0.0006480310793944835
-0.002868184522595759,-0.0197804391708319,-0.010879959279872668,-0.018114835985974468,-0.032849101891861146,-0.0031185719489971817,-0.009965566350031974,-0.011377656971934593,-0.008937581249866535,-0.015855251947645418,-0.04877173064505407,-0.01647788947195533,-0.11370078640037885,-0.0021029785506599926,-0.07726174886044118,-0.0036689593956690516,-0.014065270997205281,-0.03891465483119095,-0.00810917173969186,-0.0034519595792078936,-0.0031723827434589195,-0.004784197851123805,-0.003997448281104845,-0.002394164558015555,-0.005002396499684243,-0.002224360569556863,-0.0016289917809729933,-0.005888015835097367,-0.003182017202785325,-0.003521890240052288,-4.7639075820048945e-05,-0.002723212158283998,-0.001303154529717557
